Tech ID,Title,Lic. Manager,NCS Author,Lead Inventor,Status,Disclosure Date,Upload to Tech Publisher,Inventor Assign Date,Lic. Manager Assign Date,Public Disclosure Date,Project,Created Date,Updated Date,Last Related Update,Archive Date,Division/Department,Owners,Account Numbers,Alternate Title,Categories,Comments,Distributed,Grants/Awards,Holdback,Interests,Invention ID,Inventors,IP Manager,NCS Date,NCS Status
03-T-009,"A Domain in the Yeast Cyclin-dependent Kinase Cdc28, Essential for Interaction with its Activating Kinase Cak1","Tennant, Thelma",,Stephen Kron,Closed/Inactive,2/7/2003,No,,,,,12/10/2018,10/5/2020,6/28/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Molecular Genetics and Cell Biology",,, ,,,0,,0,,03-D-009,"Ana Kitazono, Stephen Kron","Sun, Han",,
03-T-011,Symmetric Optical Thermal Ratchet for Fractionation and Sorting,"Juggernauth, Anne",,David Grier,Closed/Inactive,2/10/2003,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Physical Sciences Division (PSD), Physics",,, ,,,0,,0,,03-D-011,"David Grier, Brian Koss","Ginsburg, Eric",,
03-T-015,Polyarginine Transports Antimicrobial Agents into Apicomplexan Parasites - Including Untreatable Encysted Bradyzoites,"Unassigned, Unassigned",,Rima McLeod,Closed/Inactive,2/13/2003,No,,,,,12/10/2018,10/2/2020,6/17/2021,,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,,0,,0,,03-D-015,"Samatha Campbell, Brian Hearn, Tom Hudson, Micheal Kirisitis, Alan Liu, Douglas Mack, Rima McLeod, Stephen Meunsch, Ernest Mui, Sean Prigge, David Rice, Craig Roberts, Johnathan Rothband, Benjamin Samuel, Paul Wender, Sarah Wernimont, Roger Whitehead","Unassigned, Unassigned",,
03-T-016,"Sequence, Expression, Solution of Secondary Structures, Inhibitor Design Targetting Lipid Metabolism in Apicomplexan Parasites (and from this Information, ______________________ Micro-organisims","Unassigned, Unassigned",,Rima McLeod,Closed/Inactive,2/13/2003,No,,,,,12/10/2018,10/2/2020,6/17/2021,,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,,0,,0,,03-D-016,"Samatha Campbell, Brian Hearn, Tom Hudson, Micheal Kirisitis, Alan Liu, Douglas Mack, Rima McLeod, Stephen Meunsch, Ernest Mui, Sean Prigge, David Rice, Craig Roberts, Johnathan Rothband, Benjamin Samuel, Paul Wender, Sarah Wernimont, Roger Whitehead","Unassigned, Unassigned",,
03-T-017,Identification of All the Enzymes in the Apicomplexan Shilimate Pathway and Compounds which Inhibit them02130,"Unassigned, Unassigned",,Rima McLeod,Closed/Inactive,2/13/2003,No,,,,,12/10/2018,10/2/2020,6/17/2021,,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,,0,,0,,03-D-017,"Samatha Campbell, Brian Hearn, Tom Hudson, Micheal Kirisitis, Alan Liu, Douglas Mack, Rima McLeod, Stephen Meunsch, Ernest Mui, Sean Prigge, David Rice, Craig Roberts, Johnathan Rothband, Benjamin Samuel, Paul Wender, Sarah Wernimont, Roger Whitehead","Unassigned, Unassigned",,
03-T-021,Monitoring Radiologists' Performance in the Detection of Breast Cancers in Full-field Digital Mammograms,"Smith, Dane",,Yulei Jiang,Closed/Inactive,2/19/2003,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,03-D-021,Yulei Jiang,"Ginsburg, Eric",,
03-T-023,Graphical Warning of Critical Events,"Unassigned, Unassigned",,Willard Zangwill,Waived Rights to Inventor,3/4/2003,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,Booth School of Business,,, ,,,0,,0,,03-D-023,Willard Zangwill,"Unassigned, Unassigned",,
03-T-024,"Software for Calculating the Probability of Unexpected or Surprising Events. Software for Decision Making and Predicting Future Situations that Calculates the Probability that the Future will be a Situation that was even not Considered,  that is, tha","Unassigned, Unassigned",,Willard Zangwill,Waived Rights to Inventor,3/4/2003,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,Booth School of Business,,, ,,,0,,0,,03-D-024,Willard Zangwill,"Unassigned, Unassigned",,
03-T-025,Software that Generates Alternative Hypotheses for Making Decisions.,"Unassigned, Unassigned",,Willard Zangwill,Waived Rights to Inventor,3/4/2003,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,Booth School of Business,,, ,,,0,,0,,03-D-025,Willard Zangwill,"Unassigned, Unassigned",,
03-T-026,Automated Method and System for the Evaluation of Disease and Registration Accuracy in the Subtraction of Temporally Sequential Medical Images,"Juggernauth, Anne",,Samuel Armato,Closed/Inactive,3/5/2003,No,,,,,12/10/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,03-D-026,"Samuel Armato, Heber MacMahon","Ginsburg, Eric",,
03-T-027,Haiku-a 17 Syllable Poem that Describes the Applicability of a New Antibiotic,"Unassigned, Unassigned",,Sunanda Kane,Closed/Inactive,3/6/2003,No,,,,,12/10/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,03-D-027,Sunanda Kane,"Unassigned, Unassigned",,
03-T-028,"Hermes Foraging Field
Tests Learning, Memory, and Spatial Cognition in Rodents.","Unassigned, Unassigned",,Martha McClintock,Closed/Inactive,3/7/2003,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,03-D-028,"Gretchen Hermes, Lucia Jacobs, Martha McClintock","Unassigned, Unassigned",,
03-T-029,"Cell Isolation, Processing, and Purification for Transplant or Re-infusion for Human Use under USFDA cGMP(s)","Unassigned, Unassigned",,J. Michael Millis,Closed/Inactive,3/14/2003,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Biological Sciences Division (BSD), Medicine, Medicine, Surgery",,, ,,,0,,0,,03-D-029,"Marc Garfinkel, John Jarosz, Phil Lasarsky, J. Michael Millis, Diane Ostrega, Louis Philipson","Unassigned, Unassigned",,
03-T-030,DNA Sequencing with Individual Sequence Reads Longer than 2000 Bases.,"Juggernauth, Anne",,Laurens Mets,Closed/Inactive,3/20/2003,No,,,,,12/10/2018,5/18/2021,5/18/2021,,"Biological Sciences Division (BSD), Molecular Genetics and Cell Biology",,,,,,0,,0,,03-D-030,Laurens Mets,"Hwang, Luke",,
03-T-038,Independent Dose Calculation Software for Intensity Modulated Radiotherapy (IMRT).,"Unassigned, Unassigned",,John Roeske,Closed/Inactive,3/25/2003,No,,,,,12/10/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,03-D-038,John Roeske,"Unassigned, Unassigned",,
