search URL:,https://patents.google.com/?assignee=University+of+Chicago&before=filing:20220517&after=filing:19700101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-5243459-A,Nonimaging radiant energy device ,"The Argonne National Laboratory, The University Of Chicago Development Corporation","Roland Winston, Xiaohui Ning",1989-05-05,1989-05-05,1993-09-07,1993-09-07,https://patents.google.com/patent/US5243459A/en,https://patentimages.storage.googleapis.com/95/9f/e0/1ffb806440185b/US5243459-drawings-page-3.png
AU-604239-B2,Antibody to human progesterone receptor ,"University Of Chicago, The",Geoffrey L. Greene,1986-05-02,1987-04-30,1990-12-13,1990-12-13,https://patents.google.com/patent/AU604239B2/en,
US-5989511-A,"Smooth diamond films as low friction, long wear surfaces ",The University Of Chicago,"Dieter M. Gruen, Alan R. Krauss, Ali Erdemir, Cuma Bindal, Christopher D. Zuiker",1991-11-25,1996-03-22,1999-11-23,1999-11-23,https://patents.google.com/patent/US5989511A/en,https://patentimages.storage.googleapis.com/8e/d1/b3/0d8136501c8f10/US5989511-drawings-page-3.png
US-5892644-A,Passive fault current limiting device ,The University Of Chicago,"Daniel J. Evans, Yung S. Cha",1997-11-20,1997-11-20,1999-04-06,1999-04-06,https://patents.google.com/patent/US5892644A/en,https://patentimages.storage.googleapis.com/db/7b/e5/618f168c3c47ca/US5892644-drawings-page-2.png
US-6548810-B2,Scanning confocal electron microscope ,The University Of Chicago,Nestor J. Zaluzec,2001-08-01,2001-08-01,2003-04-15,2003-04-15,https://patents.google.com/patent/US6548810B2/en,https://patentimages.storage.googleapis.com/07/e1/fa/59fcc2bb4e1a79/US06548810-20030415-D00000.png
US-6197556-B1,Nucleic acid amplification using modular branched primers ,The University Of Chicago,"Levy Ulanovsky, Mugasimangalam C. Raja",1991-12-20,1997-05-06,2001-03-06,2001-03-06,https://patents.google.com/patent/US6197556B1/en,https://patentimages.storage.googleapis.com/dc/1f/89/68d5a3c0626e9c/US6197556-drawings-page-2.png
US-6485943-B2,Method for altering antibody light chain interactions ,The University Of Chicago,"Fred J. Stevens, Priscilla Wilkins Stevens, Rosemarie Raffen, Marianne Schiffer",1995-01-17,1999-03-22,2002-11-26,2002-11-26,https://patents.google.com/patent/US6485943B2/en,https://patentimages.storage.googleapis.com/69/2c/58/f517d52c37dcc6/US6485943-drawings-page-2.png
DE-60123222-T2,Dynamically controlled charge pump power converter with self-regulation ,"The Board Of Trustees Of The University Of Illinois, Chicago","Danilo Dragan Indian Springs NEBRIGIC, Marcel Milan Cincinnati JEVTITCH, Vladimir Cincinnati GARTSTEIN, Thomas William Knoxville MILAM, Vig James Oak Ridge SHERRILL, Nicholas Oak Ridge BUSKO, Peter Knoxville HANSEN",2000-03-22,2001-03-21,2007-09-20,2007-09-20,https://patents.google.com/patent/DE60123222T2/en,
US-6811612-B2,Patterning of nanocrystalline diamond films for diamond microstructures useful in MEMS and other devices ,The University Of Chicago,"Dieter M. Gruen, Hans-Gerd Busmann, Eva-Maria Meyer, Orlando Auciello, Alan R. Krauss",2000-01-27,2001-01-26,2004-11-02,2004-11-02,https://patents.google.com/patent/US6811612B2/en,https://patentimages.storage.googleapis.com/c9/40/9f/cbd56bdb6b7142/US06811612-20041102-D00000.png
US-5942346-A,Methanol partial oxidation reformer ,The University Of Chicago,"Shabbir Ahmed, Romesh Kumar, Michael Krumpelt",1995-08-23,1998-07-06,1999-08-24,1999-08-24,https://patents.google.com/patent/US5942346A/en,https://patentimages.storage.googleapis.com/15/72/c6/ede397be80f64a/US5942346-drawings-page-2.png
US-6329661-B1,Biochip scanner device ,The University Of Chicago,"Alexander Perov, Alexander I. Belgovskiy, Andrei D. Mirzabekov",2000-02-29,2000-02-29,2001-12-11,2001-12-11,https://patents.google.com/patent/US6329661B1/en,https://patentimages.storage.googleapis.com/e9/01/18/099d6ad30ef76f/US06329661-20011211-D00000.png
US-6458584-B1,"Customized oligonucleotide microchips that convert multiple genetic information to simple patterns, are portable and reusable ",University Of Chicago,"Andrei Mirzabekov, Dmitry Y. Guschin, Valentine Chik, Aleksei Drobyshev, Alexander Fotin, Gennadiy Yershov, Yuri Lysov",1996-12-23,1999-03-03,2002-10-01,2002-10-01,https://patents.google.com/patent/US6458584B1/en,https://patentimages.storage.googleapis.com/21/64/3b/789b132ae68cd1/US6458584-drawings-page-4.png
US-6495014-B1,"Electrodeionization substrate, and device for electrodeionization treatment ",University Of Chicago,"Rathin Datta, YuPo Lin, Dennis Burke, Shih-Perng Tsai",2000-08-17,2000-08-17,2002-12-17,2002-12-17,https://patents.google.com/patent/US6495014B1/en,https://patentimages.storage.googleapis.com/89/8b/1e/1ebb2b2d4cba34/US06495014-20021217-D00000.png
DE-60223020-T2,LIVER X RECEPTOR AGONISTS ,"The University Of Chicago, Chicago","Shutsung Chicago LIAO, Ching Chicago SONG",2001-05-03,2002-05-02,2008-07-24,2008-07-24,https://patents.google.com/patent/DE60223020T2/en,
DE-60015972-T2,BATTERY WITH BUILT-IN DYNAMICALLY SWITCHED CAPACITIVE POWER CONVERSION ,"The Board Of Trustees Of The University Of Illinois, Chicago","Danilo Dragan NEBRIGIC, Vladimir Gartstein",1999-06-25,2000-06-23,2005-11-10,2005-11-10,https://patents.google.com/patent/DE60015972T2/en,
US-4877506-A,Monolithic solid electrolyte oxygen pump ,"Fee Darrell C, Poeppel Roger B, Easler Timothy E, Dees Dennis W","Darrell C. Fee, Roger B. Poeppel, Timothy E. Easler, Dennis W. Dees",1987-04-08,1987-04-08,1989-10-31,1989-10-31,https://patents.google.com/patent/US4877506A/en,https://patentimages.storage.googleapis.com/03/41/9b/d9eb477648c956/US4877506-drawings-page-2.png
US-6498119-B2,Chemically bonded phosphate ceramics of trivalent oxides of iron and manganese ,University Of Chicago,"Arun S. Wagh, Seung-Young Jeong",2000-12-29,2000-12-29,2002-12-24,2002-12-24,https://patents.google.com/patent/US6498119B2/en,https://patentimages.storage.googleapis.com/a3/2d/df/54c63f2795ed2a/US06498119-20021224-D00000.png
US-4633084-A,High efficiency direct detection of ions from resonance ionization of sputtered atoms ,The United States Of America As Represented By The United States Department Of Energy,"Dieter M. Gruen, Michael J. Pellin, Charles E. Young",1985-01-16,1985-01-16,1986-12-30,1986-12-30,https://patents.google.com/patent/US4633084A/en,https://patentimages.storage.googleapis.com/66/53/b1/8e70fd863cc75c/US4633084-drawings-page-2.png
US-5908745-A,Use of continuous/contiguous stacking hybridization as a diagnostic tool ,University Of Chicago,"Andrei Darievich Mirzabekov, Gennadiy Moseyevich Yershov, Eugene Vladislavovich Kirillov, Sergei Valeryevich Parinov, Victor Evgenievich Barski, Yuri Petrovich Lysov",1996-01-16,1996-01-16,1999-06-01,1999-06-01,https://patents.google.com/patent/US5908745A/en,https://patentimages.storage.googleapis.com/ae/e5/25/c0de9c05d6842f/US5908745-drawings-page-2.png
US-6285449-B1,Optical method and apparatus for detection of defects and microstructural changes in ceramics and ceramic coatings ,University Of Chicago,"William A. Ellingson, Judith A. Todd, Jiangang Sun",1999-06-11,1999-06-11,2001-09-04,2001-09-04,https://patents.google.com/patent/US6285449B1/en,https://patentimages.storage.googleapis.com/fd/42/d0/3cc7c42829bd00/US6285449-drawings-page-2.png
US-6678399-B2,Subtraction technique for computerized detection of small lung nodules in computer tomography images ,University Of Chicago,"Kunio Doi, Takayuki Ishida, Shigehiko Katsuragawa",2001-11-23,2001-11-23,2004-01-13,2004-01-13,https://patents.google.com/patent/US6678399B2/en,https://patentimages.storage.googleapis.com/b2/24/fd/c45b1fa9797968/US06678399-20040113-D00000.png
US-5697307-A,Thermal and chemical remediation of mixed wastes ,The University Of Chicago,"Paul A. Nelson, William M. Swift",1993-04-29,1994-04-21,1997-12-16,1997-12-16,https://patents.google.com/patent/US5697307A/en,https://patentimages.storage.googleapis.com/29/e7/87/a2904f9b3e2ba6/US5697307-drawings-page-2.png
DE-3826288-C2,Patent DE3826288C2 ,"The University Of Chicago, Chicago, Ill., Us","Kunio Hinsdale Ill. Us Doi, Yuichiro Clarendon Hills Ill. Us Kume",1987-08-03,1988-07-30,1993-08-12,1993-08-12,https://patents.google.com/patent/DE3826288C2/en,
US-2003144346-A1,Methods and compositions for regulation of 5-alpha reductase activity ,"Shutsung Liao, Hiipakka Richard A.","Shutsung Liao, Richard Hiipakka",1997-10-31,2002-11-14,2003-07-31,,https://patents.google.com/patent/US20030144346A1/en,https://patentimages.storage.googleapis.com/a3/d0/d0/fb17e260a7ac99/US20030144346A1-20030731-D00001.png
US-5464760-A,Fermentation and recovery process for lactic acid production ,University Of Chicago,"Shih-Perng Tsai, Seung H. Moon, Robert Coleman",1990-04-04,1992-10-23,1995-11-07,1995-11-07,https://patents.google.com/patent/US5464760A/en,https://patentimages.storage.googleapis.com/54/b5/1f/1bbe35ea3bab30/US5464760-drawings-page-2.png
CA-1115156-A,Radiant energy collecting and transmitting device ,"Roland Winston, University Of Chicago (The)",Roland Winston,1975-11-03,1976-10-27,1981-12-29,1981-12-29,https://patents.google.com/patent/CA1115156A/en,
US-5442555-A,Combined expert system/neural networks method for process fault diagnosis ,Argonne National Laboratory,"Jaques Reifman, Thomas Y. C. Wei",1992-05-18,1993-10-07,1995-08-15,1995-08-15,https://patents.google.com/patent/US5442555A/en,https://patentimages.storage.googleapis.com/28/44/9d/db281d0c69dadd/US5442555-drawings-page-2.png
DE-60123027-T2,Dynamically controlled charge pump power converter with ultracapacitor ,"The Board Of Trustees Of The University Of Illinois, Chicago","Danilo Dragan Indian Springs NEBRIGIC, Marcel Milan Cincinnati JEVTITCH, Vladimir Cincinnati GARTSTEIN, Thomas William Knoxville MILAM, Vig James SHERRILL, Nicholas Oak Ridge BUSKO, Peter Knoxville HANSEN",2000-03-22,2001-03-16,2007-01-11,2007-01-11,https://patents.google.com/patent/DE60123027T2/en,
US-5211923-A,Hydrogen and sulfur recovery from hydrogen sulfide wastes ,University Of Chicago,"John B. L. Harkness, Anthony J. Gorski, Edward J. Daniels",1991-08-01,1991-08-01,1993-05-18,1993-05-18,https://patents.google.com/patent/US5211923A/en,https://patentimages.storage.googleapis.com/dd/44/98/5a3739023de304/US5211923-drawings-page-2.png
US-6581142-B1,Computer program product and method for partial paging and eviction of microprocessor instructions in an embedded computer ,International Business Machines Corporation,Brent William Jacobs,2000-09-01,2000-09-01,2003-06-17,2003-06-17,https://patents.google.com/patent/US6581142B1/en,https://patentimages.storage.googleapis.com/dd/8b/27/10e7947879c784/US06581142-20030617-D00000.png
CA-2252840-C,Lubricated boride surfaces ,"Arch Development Corporation, Ali Erdemir, Cuma Bindal, G.R. Fenske, The University Of Chicago","Ali Erdemir, Cuma Bindal, G.R. Fenske",1996-04-24,1997-04-24,2002-03-12,2002-03-12,https://patents.google.com/patent/CA2252840C/en,
US-2003125621-A1,Automated method and system for the detection of abnormalities in sonographic images ,The University Of Chicago,"Karen Drukker, Maryellen Giger, Karla Horsch, Carl Vyborny",2001-11-23,2002-04-22,2003-07-03,,https://patents.google.com/patent/US20030125621A1/en,https://patentimages.storage.googleapis.com/73/22/43/f3d230372b7b39/US20030125621A1-20030703-D00000.png
US-6536018-B1,Reverse engineering of integrated circuits ,The University Of Chicago,"Gregory H. Chisholm, Steven T. Eckmann, Christopher M. Lain, Robert L. Veroff",2000-06-05,2000-06-05,2003-03-18,2003-03-18,https://patents.google.com/patent/US6536018B1/en,https://patentimages.storage.googleapis.com/c7/95/11/69f46f8ba4f5d4/US06536018-20030318-D00000.png
US-5605171-A,Porous silicon with embedded tritium as a stand-alone prime power source for optoelectronic applications ,The University Of Chicago,Shiu-Wing Tam,1995-08-18,1995-08-18,1997-02-25,1997-02-25,https://patents.google.com/patent/US5605171A/en,https://patentimages.storage.googleapis.com/17/0b/c8/e4331e910d2910/US5605171-drawings-page-2.png
US-5975493-A,Process for controlling flow rate of viscous materials including use of a nozzle with changeable opening ,The University Of Chicago,"William A. Ellingson, George A. Forster",1997-09-10,1997-09-10,1999-11-02,1999-11-02,https://patents.google.com/patent/US5975493A/en,https://patentimages.storage.googleapis.com/f0/86/36/cae23ba4fbc25a/US5975493-drawings-page-2.png
US-5886534-A,Millimeter wave sensor for on-line inspection of thin sheet dielectrics ,The University Of Chicago,"Sasan Bakhtiari, Nachappa Gopalsami, Apostolos C. Raptis",1995-10-27,1997-09-09,1999-03-23,1999-03-23,https://patents.google.com/patent/US5886534A/en,https://patentimages.storage.googleapis.com/51/2a/0c/6aeb76fc7d89b5/US5886534-drawings-page-2.png
US-4761349-A,Solid oxide fuel cell with monolithic core ,University Of Chicago,"Charles C. McPheeters, Franklin C. Mrazek",1987-03-19,1987-03-19,1988-08-02,1988-08-02,https://patents.google.com/patent/US4761349A/en,https://patentimages.storage.googleapis.com/2e/25/f2/e8c0cfd98848e1/US4761349-drawings-page-2.png
US-2002097901-A1,Method and system for the automated temporal subtraction of medical images ,University Of Chicago,"Xin-Wei Xu, Kunio Doi",1998-02-23,2002-01-07,2002-07-25,,https://patents.google.com/patent/US20020097901A1/en,https://patentimages.storage.googleapis.com/ea/00/31/2af774627884f7/US20020097901A1-20020725-D00000.png
US-5578643-A,Protective prostaglandins for use in conjunction with chemotherapeutic agents ,Loyola University Of Chicago,Wayne R. Hanson,1992-05-20,1994-08-04,1996-11-26,1996-11-26,https://patents.google.com/patent/US5578643A/en,https://patentimages.storage.googleapis.com/7e/7f/cd/a847e1c56c5ecb/US5578643-drawings-page-2.png
US-5585756-A,Gated integrator with signal baseline subtraction ,University Of Chicago,Xucheng Wang,1995-02-27,1995-02-27,1996-12-17,1996-12-17,https://patents.google.com/patent/US5585756A/en,https://patentimages.storage.googleapis.com/92/dd/2f/9f6175cdc658c4/US5585756-drawings-page-2.png
US-4707358-A,Vaccine against Epstein-Barr Virus ,The University Of Chicago,"Elliott Kieff, Jerome Tanner, Mary Hummel, Christopher Beisel",1984-01-30,1984-07-23,1987-11-17,1987-11-17,https://patents.google.com/patent/US4707358A/en,
US-4666798-A,Serially connected solid oxide fuel cells having monolithic cores ,The United States Of America As Represented By The United States Department Of Energy,Joseph E. Herceg,1985-05-20,1985-05-20,1987-05-19,1987-05-19,https://patents.google.com/patent/US4666798A/en,https://patentimages.storage.googleapis.com/3f/22/20/dce95fb4ab88fb/US4666798-drawings-page-2.png
US-6322928-B1,Modified lithium vanadium oxide electrode materials and products ,3M Innovative Properties Company,"Michael M. Thackeray, Arthur J. Kahaian, Keith D. Kepler, Donald R. Vissers",1999-09-23,1999-09-23,2001-11-27,2001-11-27,https://patents.google.com/patent/US6322928B1/en,https://patentimages.storage.googleapis.com/88/d0/bc/dba079610d77ec/US6322928-drawings-page-3.png
US-4764437-A,Lithium disulfide battery ,The United States Of America As Represented By The Department Of Energy,Thomas D. Kaun,1986-05-29,1986-05-29,1988-08-16,1988-08-16,https://patents.google.com/patent/US4764437A/en,https://patentimages.storage.googleapis.com/24/08/46/d695382cd304f3/US4764437-drawings-page-2.png
US-4936374-A,Sidewall containment of liquid metal with horizontal alternating magnetic fields ,The United States Of America As Represented By The United States Department Of Energy,Walter F. Pareg,1988-11-17,1988-11-17,1990-06-26,1990-06-26,https://patents.google.com/patent/US4936374A/en,https://patentimages.storage.googleapis.com/9e/40/67/614ab9f2b46555/US4936374-drawings-page-2.png
US-4687717-A,Bipolar battery with array of sealed cells ,The United States Of America As Represent By The United States Department Of Energy,"Thomas D. Kaun, John A. Smaga",1986-07-08,1986-07-08,1987-08-18,1987-08-18,https://patents.google.com/patent/US4687717A/en,https://patentimages.storage.googleapis.com/fc/77/40/2f143f739987bc/US4687717-drawings-page-2.png
US-4446212-A,Electrochemical cell ,The United States Of America As Represented By The United States Department Of Energy,Thomas D. Kaun,1981-07-29,1982-11-08,1984-05-01,1984-05-01,https://patents.google.com/patent/US4446212A/en,https://patentimages.storage.googleapis.com/49/69/51/041f074cb8d118/US4446212-drawings-page-2.png
US-4324846-A,Negative electrode composition ,The United States Of America As Represented By The United States Department Of Energy,"Thomas D. Kaun, Albert A. Chilenskas",1980-08-12,1980-08-12,1982-04-13,1982-04-13,https://patents.google.com/patent/US4324846A/en,https://patentimages.storage.googleapis.com/37/a6/ff/02cf2d1ed1a12f/US4324846-drawings-page-2.png
