Primary Key,Tech ID,Internal ID,Patent Number,Serial Number,Docket No.,Application Type,Title,File Date,Priority Date,Expire Date,Issue Date,Nationalized Date,Publication Date,Status,Lead Inventor,Country,Lawfirm,Attorney,Legal Reference Number,Ext. Attorney Matter Number,Country WIPO ID,Date Actually Filed,Examiner,Inventors,IP Manager,Licensing Manager,CPA Reason For Stopping,CPA Renewal Type Codes,CPA Start Pay Date,CPA Stop Pay Date,CPI Case Types,CPI Start Pay Date,CPI Stop Pay Date,PCT Bar Date,PCT Filing Date,Priority Application Number,US Bar Date
611575,91-T-012,0336-001,"5,390,258","07/927,352",0336-001,US Utility,Feature Guided Method and Apparatus for Obtaining an Image of an Object,8/7/1992,8/7/1992,8/7/2012,2/14/1995,,,Expired - Inactive,David Levin,*United States,Welsh & Katz,"Gamson, Edward",,0164/55573,US,,,David Levin,"Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/927,352",
611576,91-T-012,0336-002,"5,546,472","08/286,571",0336-002,Continuation in Part,Feature Guided Method and Apparatus for Obtaining an Image of an Object,8/5/1994,8/7/1992,8/13/2013,8/13/1996,,,Abandoned,David Levin,*United States,Welsh & Katz,"Cohen, Eric",,0164/61198,US,,,David Levin,"Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/927,352",
615151,91-T-016,0339-001,"5,264,459","07/913,673",0339-001,US Utility,Use of .beta.-adrenergic Agonists to Treat Patients with Demyelinating or Autoimmune Diseases,7/13/1992,7/13/1992,7/13/2012,11/23/1993,,,Expired - Inactive,Ewa Chelmicka-Schorr,*United States,Norton Rose Fulbright US LLP,"Parker, David", ,ARCD.P0044,US,7/13/1992, ,"Barry Arnason, Ewa Chelmicka-Schorr, Louis Cohen, Anthony Reder","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/913,673",
612835,91-T-027,0342-001,,"07/484,074",0342-001,US Utility,Methods and Compositions for Preparing Protein Processing Enzymes,2/23/1990,2/23/1990,,,,,Abandoned,Donald Steiner,*United States,Norton Rose Fulbright US LLP,,,ARCD.P0007,US,,,"Steven Smeekens, Donald Steiner","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/484,074",
612836,91-T-027,0342-002,,"07/640,486",0342-002,Continuation in Part,Methods and Compositions for Preparing Protein Processing Enzymes,1/14/1991,2/23/1990,1/14/2011,,,,Abandoned,Donald Steiner,*United States,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0022,US,,,"Steven Smeekens, Donald Steiner","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/484,074",
612837,91-T-027,0342-003,"5,541,062","08/098,756",0342-003,Continuation,Methods and Compositions for Preparing Protein Processing Enzymes,7/28/1993,2/23/1990,7/30/2013,7/30/1996,,,Abandoned,Donald Steiner,*United States,Norton Rose Fulbright US LLP,"Highlander, Steve",,ARCD.P0093,US,,,"Steven Smeekens, Donald Steiner","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/484,074",
612838,91-T-027,0342-004,,"09/082,749",0342-004,Divisional,Methods and Compositions for Preparing Protein Processing Enzymes,5/21/1998,1/14/1991,1/14/2011,,,,Abandoned,Donald Steiner,*United States,Norton Rose Fulbright US LLP,,,ARCD.P0291,US,,,"Steven Smeekens, Donald Steiner","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/640,486",
612989,91-T-021,0345-001,"5,470,568","07/835,271",0345-001,US Utility,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/13/1992,2/13/1992,11/28/2012,11/28/1995,,,Expired - Inactive,Raphael Lee,*United States,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023US,US,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/835,271",
612990,91-T-021,0345-002,0683669,93905944.0CH,0345-002,Validated EPO,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,Switzerland,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023ECH,CH,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612991,91-T-021,0345-003,0683669,93905944.0IE,0345-003,Validated EPO,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,Ireland,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023EIE,IE,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612992,91-T-021,0345-004,0683669,93905944.0GB,0345-004,Validated EPO,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,United Kingdom,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023EGB,GB,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612998,91-T-021,0345-005,0683669,93905944.0DK,0345-005,Validated EPO,Methods and compositions of a polymer (poloxamer) for cell repair.,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,Denmark,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023EDK,DK,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612999,91-T-021,0345-006,0683669,93905944.0NL,0345-006,Validated EPO,Methods and compositions of a polymer (poloxamer) for cell repair.,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,Netherlands,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023ENL,NL,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612993,91-T-021,0345-007,0683669,93905944.0EPO,0345-007,Nationalized PCT,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,11/29/1995,Expired - Inactive,Raphael Lee,European Patent Office (EPO),Norton Rose Fulbright US LLP,"Shishima, Gina", ,ARCD.P0023EEP,EP,, ,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612994,91-T-021,0345-008,0683669,93905944.0FR,0345-008,Validated EPO,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,France,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023EFR,FR,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612995,91-T-021,0345-009,69332275.6,93905944.0DE,0345-009,Validated EPO,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/13/2013,9/4/2002,,4/17/2003,Abandoned,Raphael Lee,Germany,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023EDE,DE,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,2/12/1993,"07/835,271",
612996,91-T-021,0345-010,,PCT/US93/01327,0345-010,PCT,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,8/13/1994,,,8/19/1993,Expired - Inactive,Raphael Lee,*United States,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023P,US,2/12/1993,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/835,271",
612997,91-T-021,0345-011,0683669,93905944.0IT,0345-011,Validated EPO,Methods and Compositions of a Polymer (Poloxamer) for Cell Repair,2/12/1993,2/13/1992,2/12/2013,9/4/2002,,,Abandoned,Raphael Lee,Italy,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0023EIT,IT,,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/835,271",
614266,91-T-026,0351-001,,"07/178,250",0351-001,US Utility,Radiohalogenation,4/6/1988,4/6/1988,,,,,Abandoned,Eugene DeSombre,*United States,,,,"C-39,316",US,,,"Eugene DeSombre, Arnold Friedman, Ronnie Mease, Robert Seevers","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/178,250",
615117,91-T-026,0351-002,,"07/617,452",0351-002,Continuation in Part,"Triphenylethylene Radiohalogenated Compounds, Their Use in Therapy or Diagnosis of Cancer, and Process for Their Preparation",11/21/1990,4/6/1988,,,,,Abandoned,Eugene DeSombre,*United States,,,,"C-39,316a",US,,,"Eugene DeSombre, Arnold Friedman, Ronnie Mease, Robert Seevers","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/178,250",
615118,91-T-026,0351-003,,"07/961,225",0351-003,Continuation in Part,"Triphenylethylene Radiohalogenated Compounds, Their Use in Therapy or Diagnosis of Cancer, and Process for Their Preparation",10/15/1992,4/6/1988,,,,,Abandoned,Eugene DeSombre,*United States,Norton Rose Fulbright US LLP,"Highlander, Steve",,ARCD.P0201.1,US,,,"Eugene DeSombre, Ronnie Mease, Robert Seevers","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/178,250",
615116,91-T-026,0351-004,,"08/398,483",0351-004,US Utility,"Triphenylethylene Radiohalogenated Compounds, Their Use in Therapy or Diagnosis of Cancer and Process for Their Preparation",3/3/1995,4/6/1988,,,,,Abandoned,Ronnie Mease,*United States,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0201,US,,,"Eugene DeSombre, Ronnie Mease","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/178,250",
611321,90-T-025,0354-001,,"07/387,604",0354-001,US Utility,Control of Wound Scar Production,7/31/1989,7/31/1989,,,,,Abandoned,Raphael Lee,*United States,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011AF,US,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/387,604",
611322,90-T-025,0354-002,3149180,511636/90,0354-002,"Foreign, Non-PCT",Control of Wound Scar Production,7/31/1990,7/31/1989,7/31/2010,1/19/2001,,,Expired - Inactive,Raphael Lee,Japan,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011 JAP,JP,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/387,604",
611323,90-T-025,0354-003,"5,132,119","07/629,080",0354-003,Continuation,Control of Wound Scar Production,12/17/1990,7/31/1989,7/21/2009,7/21/1992,,,Expired - Inactive,Raphael Lee,*United States,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT 5011,US,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/387,604",
615160,90-T-025,0354-004,"2,059,558","2,059,558",0354-004,"Foreign, Non-PCT",Use of Calcium Antagonists for Treating Scars,1/27/1992,7/31/1989,1/27/2012,11/12/2002,,,Expired - Inactive,Raphael Lee,Canada,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011 CAN,CA,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/387,604",
611324,90-T-025,0354-005,,"07/916,412",0354-005,Continuation in Part,Control of Wound Scar Production,7/20/1992,12/17/1990,7/20/2012,,,,Abandoned,Raphael Lee,*United States,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT 5011A,US,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/629,080",
611334,90-T-025,0354-006,,PCT/US93/06804,0354-006,PCT,Control of Wound Scar Production with Calcium Antagonists Alone or in a Combination with a Steroid,7/20/1993,7/20/1992,1/20/1995,,,2/3/1994,Expired - Inactive,Raphael Lee,*United States,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011A,US,7/20/1993,,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,7/20/1993,,"07/916,412",
611325,90-T-025,0354-007,"0,485,470",90912115.4EPO,0354-007,Nationalized PCT,Control of Wound Scar Production,7/20/1993,7/31/1989,7/20/2013,3/16/1994,,,Expired - Inactive,Raphael Lee,European Patent Office (EPO),"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice", ,MIT-5011 EPO,EP,, ,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/387,604",
611326,90-T-025,0354-008,0485470,90912115.4FR,0354-008,Validated EPO,Control of Wound Scar Production,7/20/1993,7/31/1989,7/20/2013,3/16/1994,,,Expired - Inactive,Raphael Lee,France,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011 FR,FR,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/387,604",
611327,90-T-025,0354-009,P69007486.7-08,90912115.4DE,0354-009,Validated EPO,Control of Wound Scar Production,7/20/1993,7/31/1989,7/20/2013,3/16/1994,,,Expired - Inactive,Raphael Lee,Germany,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011 DE,DE,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/387,604",
611328,90-T-025,0354-010,0485470,90912115.4GB,0354-010,Validated EPO,Control of Wound Scar Production,7/20/1993,7/31/1989,7/20/2013,3/16/1994,,,Expired - Inactive,Raphael Lee,United Kingdom,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011 GB,GB,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/387,604",
611329,90-T-025,0354-012,"5,569,678","08/190,239",0354-012,Continuation,Control of Wound Scar Production,2/1/1994,7/31/1989,10/29/2013,10/29/1996,,,Expired - Inactive,Raphael Lee,*United States,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT 5011,US,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/387,604",
611330,90-T-025,0354-013,"5,902,609","08/740,242",0354-013,Continuation,Control of Wound Scar Production,10/25/1996,7/31/1989,10/25/2016,5/11/1999,,,Abandoned,Raphael Lee,*United States,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT 5011,US,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"07/387,604",
611331,90-T-025,0354-014,0651637,93918261.4GB,0354-014,Validated EPO,Control of Wound Scar Production,7/20/1993,7/20/1992,7/20/2013,10/4/2006,,5/10/1995,Expired - Inactive,Raphael Lee,United Kingdom,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011-A GB,GB,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/916,412",
611332,90-T-025,0354-015,0651637,93918261.4FR,0354-015,Validated EPO,Control of Wound Scar Production,7/20/1993,7/20/1992,7/20/2013,10/4/2006,,5/10/1995,Expired - Inactive,Raphael Lee,France,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011-A FR,FR,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/916,412",
611333,90-T-025,0354-016,0651637,93918261.4IT,0354-016,Validated EPO,Control of Wound Scar Production,7/20/1993,7/20/1992,7/20/2013,10/4/2006,,5/10/1995,Expired - Inactive,Raphael Lee,Italy,"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice",,MIT-5011-A IT,IT,,,"Louis Cohen, Thomas Krizek, Raphael Lee","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/916,412",
611335,90-T-025,0354-017,0651637,93918261.4EPO,0354-017,Nationalized PCT,Control of Wound Scar Production with Calcium Antagonists Alone or in a Combination with a Steroid,7/20/1993,7/20/1992,7/20/2013,10/4/2006,,5/10/1995,Expired - Inactive,Raphael Lee,European Patent Office (EPO),"Hamilton, Brook, Smith & Reynolds P.C.","Carroll, Alice", ,MIT-5011-A EPO,EP,, ,Raphael Lee,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,7/20/1993,"07/916,412",
614919,91-T-013,0355-001, ,"07/644,237",0355-001,US Utility,Tissue Specific Cancers,1/22/1991,1/22/1991,1/22/2011,,,,Abandoned,Laimonis Laimins,*United States,Norton Rose Fulbright US LLP,, ,USTD-184,US,1/22/1991, ,"Robert Hammer, Laimonis Laimins","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/644,237",
611812,91-T-033,0356-001,"5,224,177","07/786,008",0356-001,US Utility,High Quality Film Image Correction and Duplication Method and System,10/31/1991,10/31/1991,10/31/2011,6/29/1993,,,Expired - Inactive,Kunio Doi,*United States,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,141438 US,US,, ,"Kunio Doi, Hitoshi Yoshimura","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/786,008",
611813,91-T-033,0356-002, ,314379/92,0356-002,"Foreign, Non-PCT",High Quality Film Image Correction and Duplication Method and system,10/30/1992,10/31/1991,10/30/2012,,,,Abandoned,Kunio Doi,Japan,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,141438 JP,JP,, ,"Kunio Doi, Hitoshi Yoshimura","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/786,008",
611811,91-T-033,0356-003, ,2003-56062,0356-003,Divisional,High Quality Film Image Connection Duplication Method and System.,10/30/1992,10/31/1991,10/30/2012,,,2/12/2004,Abandoned,Kunio Doi,Japan,"Oblon, Spivak, McClelland, Maier & Neustadt","Bottomley, Roy", ,235675 JP,JP,, ,"Kunio Doi, Hitoshi Yoshimura","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/786,008",
610895,91-T-031,0357-001, ,"07/770,044",0357-001,US Utility,Clonal Hybrid Motor Neuron Cells,10/2/1991,10/2/1991,10/2/2011,7/20/1993,,,Abandoned,Edgar Salazar-Grueso,*United States,Norton Rose Fulbright US LLP,"Highlander, Steve", ,ARCD.P0040,US,10/2/1991, ,Edgar Salazar-Grueso,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"07/770,044",
613827,91-T-032,0358-001,"5,241,578","07/801,189",0358-001,US Utility,Optical Grid Alignment System for Portable Radiography and Portable Radiography Apparatus Incorporating Same,12/2/1991,12/2/1991,12/2/2011,8/31/1993,,,Abandoned,Heber MacMahon,*United States,Norton Rose Fulbright US LLP,, ,ARCD.P0039,US,12/2/1991, ,Heber MacMahon,"Cox, Ben","Juggernauth, Anne",,,,,,,,,,"07/801,189",
612055,91-T-054,0360-001,"5,436,155","07/816,283",0360-001,US Utility,Isolated DNA Encoding a Somatostatin Receptor,12/31/1991,12/31/1991,7/25/2012,7/25/1995,,,Expired - Inactive,Graeme Bell,*United States,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038,US,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,,"07/816,283",
614578,91-T-054,0360-002,"661,110",34269/93,0360-002,Nationalized PCT,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,10/31/1995,,,Abandoned,Graeme Bell,Australia,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038AU,AU,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614579,91-T-054,0360-003,"2,127,262","2,127,262",0360-003,Nationalized PCT,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,4/7/2009,,,Expired - Inactive,Graeme Bell,Canada,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038CA,CA,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,,"07/816,283",
614580,91-T-054,0360-004,3657602,511950/93,0360-004,Nationalized PCT,Somatostatin Receptors,12/30/1992,12/31/1991,1/23/2012,3/18/2005,,,Abandoned,Graeme Bell,Japan,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0038JP,JP,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614581,91-T-054,0360-005,EP 0 621 874 B1,93902841.1EPO,0360-005,Nationalized PCT,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,4/5/2000,,,Expired - Inactive,Graeme Bell,European Patent Office (EPO),Norton Rose Fulbright US LLP,"Wilson, Mark", ,ARCD.P0038E,EP,, ,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614582,91-T-054,0360-006,,PCT/US92/11327,0360-006,PCT,Somatostatin Receptors,12/30/1992,12/31/1991,6/30/1994,,,7/8/1993,Expired - Inactive,Graeme Bell,*United States,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038P,US,12/30/1992,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,12/31/1992,,"07/816,283",
614583,91-T-054,0360-007,EP 0 621 874 B1,93902841.1FR,0360-007,Validated EPO,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,4/5/2000,,,Abandoned,Graeme Bell,France,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038EFR,FR,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614584,91-T-054,0360-008,EP 0 621 874 B1,93902841.1DE,0360-008,Validated EPO,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,4/5/2000,,,Abandoned,Graeme Bell,Germany,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038EDE,DE,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614585,91-T-054,0360-009,EP 0 621 874 B1,93902841.1CH,0360-009,Validated EPO,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,4/5/2000,,,Abandoned,Graeme Bell,Switzerland,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0038ECH,CH,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614586,91-T-054,0360-010,EP 0 621 874 B1,93902841.1GB,0360-010,Validated EPO,Somatostatin Receptors,12/30/1992,12/31/1991,12/30/2012,4/5/2000,,,Abandoned,Graeme Bell,United Kingdom,Norton Rose Fulbright US LLP,"Parker, David",,ARCD.P0038EGB,GB,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,12/30/1992,"07/816,283",
614587,91-T-054,0360-011,"5,723,299","08/417,103",0360-011,Divisional,Somatostatin Receptors,4/5/1995,12/31/1991,3/3/2015,3/3/1998,,,Expired - Inactive,Graeme Bell,*United States,Norton Rose Fulbright US LLP,"Wilson, Mark",,ARCD.P0144,US,,,"Graeme Bell, Susumu Seino, Yuichiro Yamada","Butler, Brittany","Butler, Brittany",,,,,,,,,,"07/816,283",
612322,91-T-036,0361-001,"5,289,374","07/843,715",0361-001,US Utility,Method and System for Analysis of False Positives Produced by an Automated Scheme for the Detection of Lung Nodules in Digital Chest Radiographs,2/28/1992,2/28/1992,2/28/2012,2/22/1994,,,Abandoned,Kunio Doi,*United States,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,141440 US,US,,,"Kunio Doi, Maryellen Giger, Akiko Kano, Tsuneo Matumoto","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/843,715",
612321,91-T-036,0361-002,3417595,64676/93,0361-002,"Foreign, Non-PCT","Method and System for Analysis of False Positives Produced by an Automated Scheme for the Detection of Lung Nodules in Digital Chest Radiographs
Copy of Written Opinion/Copy of amendment",3/1/1993,2/28/1992,3/1/2013,2/22/1994,,,Expired - Inactive,Kunio Doi,Japan,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard",,141440 JP,JP,,,"Kunio Doi, Maryellen Giger, Akiko Kano, Tsuneo Matumoto","Ginsburg, Eric","Juggernauth, Anne",,,,,,,,,,"07/843,715",
