,Tech_ID,Title,Serial_Number,Patent_Number,Country,Country_WIPO_ID,File_Date,Issue_Date,Publication_Number,Date_Actually_Filed,Internal_ID,Entity_Size,Priority_Date,Status_Date,Is_Priority,Last_Related_Update,Status,Lawfirm,Attorney,Legal_Reference_Number,Inventors,Application_Type,Created_Date,Docket_No,Expire_Date,IP_Manager,Lead_Inventor,Licensing_Manager,Primary_Key,Publication_Date,Technology_Key,Licensed
1177,04-T-078,GRP94-based compositions and methods of use thereof,PCT/US04/15120, ,*United States,US,5/12/2004,, ,5/12/2004,1255-007,None,4/28/2004,,No,4/28/2022,Expired - Inactive,"Dann, Dorfman, Herrell & Skillman","Rigaut, Kathleen", ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Brigitte Simen, Sherry Wanderling",PCT,4/12/2018,1255-007,10/28/2006,"Peace, Shane",Yair Argon,"Tennant, Thelma",611727,,582294,Yes
1178,04-T-078,GRP94-based compositions and methods of use thereof,"2,525,385", ,Canada,CA,5/12/2004,, ,5/12/2004,1255-008,None,4/28/2004,,No,4/28/2022,Abandoned,"Dann, Dorfman, Herrell & Skillman",, ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Brigitte Simen, Sherry Wanderling",Nationalized PCT,4/12/2018,1255-008,5/12/2024,"Peace, Shane",Yair Argon,"Tennant, Thelma",611728,,582294,Yes
1179,04-T-078,GRP94-based compositions and methods of use thereof,2006-533063, ,Japan,JP,5/12/2004,, ,11/11/2005,1255-009,None,4/28/2004,,No,4/28/2022,Abandoned,"Dann, Dorfman, Herrell & Skillman",, ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Brigitte Simen, Sherry Wanderling",Nationalized PCT,4/12/2018,1255-009,5/12/2024,"Peace, Shane",Yair Argon,"Tennant, Thelma",611729,,582294,Yes
1180,04-T-078,GRP94-based compositions and methods of use thereof,04752200.8EPO, ,European Patent Office (EPO),EP,5/12/2004,,EP1625141,2/12/2006,1255-010,None,4/28/2004,,No,4/28/2022,Abandoned,"Dann, Dorfman, Herrell & Skillman",, ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Brigitte Simen, Sherry Wanderling",Nationalized PCT,4/12/2018,1255-010,5/12/2024,"Peace, Shane",Yair Argon,"Tennant, Thelma",611730,2/12/2006,582294,Yes
1181,04-T-078,GRP94-based compositions and methods of use thereof,"10/962,951", ,*United States,US,5/12/2004,,US 2006-0029610,10/12/2004,1255-012,None,4/28/2004,10/14/2008,No,4/28/2022,Abandoned,"Dann, Dorfman, Herrell & Skillman","Rigaut, Kathleen", ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Olga Ostrovsky, Brigitte Simen, Sherry Wanderling",Continuation in Part,4/12/2018,1255-012,,"Peace, Shane",Yair Argon,"Tennant, Thelma",611731,2/9/2006,582294,Yes
1182,04-T-078,GRP94-based compositions and methods of use thereof,"11/615,669", ,*United States,US,5/12/2004,, ,12/22/2006,1255-013,None,4/28/2004,12/22/2009,No,4/28/2022,Abandoned,"Dann, Dorfman, Herrell & Skillman","Rigaut, Kathleen", ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Olga Ostrovsky, Brigitte Simen, Sherry Wanderling",Continuation in Part,4/12/2018,1255-013,,"Peace, Shane",Yair Argon,"Tennant, Thelma",611732,,582294,Yes
1183,04-T-078,GRP94-Based Methods and Compositions for Preventing and Treating Cancer,"60/469,723", ,*United States,US,5/12/2003,, ,5/12/2003,1255-001,None,5/12/2003,,Yes,4/28/2022,Expired - Inactive,"Caesar, Rivise, Bernstein, Cohen & Pokotilow, LTD.","Volin, Marina", ,Yair Argon,Provisional,4/12/2018,1255-001,5/12/2004,"Peace, Shane",Yair Argon,"Tennant, Thelma",611733,,582294,Yes
1184,04-T-078,N-Terminal Peptide Binding Site of GRP94 and Methods of Use Thereof,"60/478,149", ,*United States,US,6/12/2003,, ,6/12/2003,1255-002,None,6/12/2003,,Yes,4/28/2022,Expired - Inactive,"Dann, Dorfman, Herrell & Skillman","Rigaut, Kathleen", ,"Yair Argon, Chanda Biswas, Tali Gidalevitz",Provisional,4/12/2018,1255-002,6/12/2004,"Peace, Shane",Yair Argon,"Tennant, Thelma",613615,,582294,Yes
1185,04-T-078,Tje Endoplasmic Reticulum Chaperone GRP94 is Essential for Mouse Gastrulation and Mesoderm Induction,"60/566,362", ,*United States,US,4/28/2004,, ,4/28/2004,1255-005,None,4/28/2004,,Yes,4/28/2022,Expired - Inactive,"Caesar, Rivise, Bernstein, Cohen & Pokotilow, LTD.","Volin, Marina", ,Yair Argon,Provisional,4/12/2018,1255-005,4/28/2005,"Peace, Shane",Yair Argon,"Tennant, Thelma",614926,,582294,Yes
1186,04-T-084,Methods for Controlling Surface Chemistry and Interfacial Interactions,"60/936,606", ,*United States,US,6/21/2007,, ,6/21/2007,1261-001,Small,6/21/2007,,Yes,4/28/2022,Expired - Inactive,Brinks Gilson & Lione,,00193,"Cory Gerdts, Rustem Ismagilov, Jason Kreutz, Liang Li, Lewis Roach Jr, Helen Song Baca, Bo Zheng",Provisional,4/12/2018,1261-001,6/21/2008,"Hwang, Luke",Rustem Ismagilov,"Ginsburg, Eric",613159,,582300,Yes
1187,04-T-085,Image-Guided Medical Intervention Apparatus and Method,"10/998,509","7,265,356",*United States,US,11/29/2004,9/4/2007,US 2006-0113482 A1,11/29/2004,1262-001,Small,11/29/2004,9/4/2007,Yes,4/28/2022,Issued,Michael Best & Friedrich LLP,,092234-9017-001,"Chin-Tu Chen, Samuel Hellman, Charles Pelizzari, Ralph Weichselbaum",US Utility,4/12/2018,1262-001,11/29/2024,"Ginsburg, Eric",Charles Pelizzari,"Juggernauth, Anne",611917,6/1/2006,582301,Yes
1188,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,"60/628,695", ,*United States,US,11/17/2004,, ,11/17/2004,1266-001,Small,11/17/2004,,Yes,4/28/2022,Expired - Inactive,"Valauskas Corder, LLC","Fahrlander, Jill", ,Olatoyosi Odenike,Provisional,4/12/2018,1266-001,11/17/2005,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611823,,582305,Yes
1189,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,"11/281,666", ,*United States,US,11/17/2005,,US-2006-0106049-A1,11/17/2005,1266-002,Small,11/17/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,Olatoyosi Odenike,US Utility,4/12/2018,1266-002,11/16/2025,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611824,5/18/2006,582305,Yes
1190,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,PCT/US05/41507, ,*United States,US,11/17/2005,,WO2006/055621,11/17/2005,1266-003,None,11/17/2004,,No,4/28/2022,Expired - Inactive,"Valauskas Corder, LLC","Fahrlander, Jill", ,Olatoyosi Odenike,PCT,4/12/2018,1266-003,5/17/2007,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611825,5/26/2006,582305,Yes
1191,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,2005307814, ,Australia,AU,11/17/2005,, ,5/1/2007,1266-004,Small,11/17/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,Olatoyosi Odenike,Nationalized PCT,4/12/2018,1266-004,11/17/2025,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611826,,582305,Yes
1192,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,"2,586,228", ,Canada,CA,11/17/2005,, ,5/2/2007,1266-005,Small,11/17/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,Olatoyosi Odenike,Nationalized PCT,4/12/2018,1266-005,11/17/2025,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611827,,582305,Yes
1193,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,05851707.9EPO, ,European Patent Office (EPO),EP,11/17/2005,,1812036,5/24/2007,1266-006,Small,11/17/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,Olatoyosi Odenike,Nationalized PCT,4/12/2018,1266-006,11/17/2025,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611828,8/1/2007,582305,Yes
1194,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,2007-543197, ,Japan,JP,11/17/2005,,2008-520682,5/17/2007,1266-007,Small,11/17/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,Olatoyosi Odenike,Nationalized PCT,4/12/2018,1266-007,11/17/2025,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611829,6/19/2008,582305,Yes
1195,04-T-089,Histone Deacetylase Inhibitors and Methods of Use,MX/a/2007/005512, ,Mexico,MX,11/17/2005,, ,5/8/2007,1266-008,Small,11/17/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,Olatoyosi Odenike,Nationalized PCT,4/12/2018,1266-008,11/17/2025,"Unassigned, Unassigned",Olatoyosi Odenike,"Unassigned, Unassigned",611830,,582305,Yes
1196,04-T-090,Gram Positive Bacterial Mutants and Methods of Generating and Using such Mutants,"60/591,007", ,*United States,US,7/26/2004,, ,7/26/2004,1267-001,Small,7/26/2004,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Fredrik Aslund, Taeok Bae, Dominique Missiakas, Olaf Schneewind",Provisional,4/12/2018,1267-001,7/26/2005,"Peace, Shane",Dominique Missiakas,"Ginsburg, Eric",611705,,582306,Yes
1197,04-T-090,Gram Positive Bacterial Mutants and Methods of Generating and Using such Mutants,"11/189,065", ,*United States,US,7/25/2005,, ,7/25/2005,1267-002,Small,7/26/2004,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Fredrik Aslund, Taeok Bae, Dominique Missiakas, Olaf Schneewind",US Utility,4/12/2018,1267-002,7/26/2024,"Peace, Shane",Dominique Missiakas,"Ginsburg, Eric",611706,,582306,Yes
1198,04-T-091,Microencapsulation of Particles in a Polymer Solution by Selective Withdrawal Through a High Viscosity Low Density Fluid and Subsequent Crosslinking,"10/992,615",,*United States,US,11/16/2004,,,11/16/2004,1268-001,Small,11/16/2004,,Yes,6/6/2022,Abandoned,Brinks Gilson & Lione,,00118,"William Dilmore, Marc Garfinkel, Milan Mrksich, Sidney Nagel, Jason Wyman",US Utility,4/12/2018,1268-001,11/16/2024,"Unassigned, Unassigned",Milan Mrksich,"Unassigned, Unassigned",613391,,582307,Yes
1199,04-T-092,Methods and COmpositions for the Diagnosis of Dandy-Walker Malformation.,"60/680,083", ,*United States,US,5/12/2005,, ,5/12/2005,1269-001,Small,5/12/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Wilson, Mark", ,"William Dobyns, Inessa Grinberg, Kathleen Millen",Provisional,4/12/2018,1269-001,5/12/2006,"Unassigned, Unassigned",William Dobyns,"Unassigned, Unassigned",612867,,582308,Yes
1200,04-T-096,"Screening Methods for Anti-Virulence Agents for Gram-Positive, Heme-Utilizing Pathogens","60/697,498", ,*United States,US,7/8/2005,, ,7/8/2005,1273-001,None,7/8/2005,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Olaf Schneewind, Eric Skaar",Provisional,4/12/2018,1273-001,7/8/2006,"Bakalyar, Heather",Olaf Schneewind,"Butler, Brittany",614420,,582312,Yes
1201,04-T-096,"Screening Methods for Anti-Virulence Agents for Gram-Positive, Heme-Utilizing Pathogens","60/706,553", ,*United States,US,8/9/2005,, ,8/9/2005,1273-002,None,8/9/2005,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Olaf Schneewind, Eric Skaar",Provisional,4/12/2018,1273-002,8/9/2006,"Bakalyar, Heather",Olaf Schneewind,"Butler, Brittany",614421,,582312,Yes
1202,04-T-097,Kinetic method for creating highly-ordered monolayers of colloidal particles across macroscopic dimensions.,"60/662,905", ,*United States,US,3/16/2005,, ,3/16/2005,1274-001,Small,3/16/2005,,Yes,4/28/2022,Expired - Inactive,Brinks Gilson & Lione,"Mrksich, Shannon",00126,"Terry Bigioni, Heinrich Jaeger, Xiao-Min Lin",Provisional,4/12/2018,1274-001,3/16/2006,"Hwang, Luke",Heinrich Jaeger,"Juggernauth, Anne",612065,,582313,Yes
1203,05-T-003,Hydrogels for Biomolecule Analysis and Corresponding Method to Analyze Biomolecules,"11/305,671","7,588,906",*United States,US,2/24/2005,9/15/2009, ,12/16/2005,1277-003,Small,2/24/2004,11/2/2021,No,4/28/2022,Abandoned,Wisconsin Alumni Research Foundation (WARF),, ,"Shawn Brueggemeier, Stephen Kent, Stephen Kron, Sean Palecek, Laurie Parker",Continuation in Part,4/12/2018,1277-003,3/12/2026,"Sun, Han",Stephen Kron,"Tennant, Thelma",611874,,582316,Yes
1204,05-T-003,Protein-Acrylamide Copolymer Hydrogels and Method of Using Same to Measure Protein Concentration and Activity,"60/547,198", ,*United States,US,2/24/2004,, ,2/24/2004,1277-001,None,2/24/2004,,Yes,4/28/2022,Expired - Inactive,Dewitt Ross & Stevens S.C.,"Leone, Joseph", ,"Shawn Brueggemeier, Stephen Kron, Sean Palecek",Provisional,4/12/2018,1277-001,2/24/2005,"Sun, Han",Stephen Kron,"Tennant, Thelma",614223,,582316,Yes
1205,05-T-003,Protein-Acrylamide Copolymer Hydrogels and Method of Using Same to Measure Protein Concentration and Activity,"11/066,136","7,560,258",*United States,US,2/24/2005,7/14/2009, ,2/24/2005,1277-002,Small,2/24/2004,7/14/2009,No,4/28/2022,Abandoned,Dewitt Ross & Stevens S.C.,, ,"Shawn Brueggemeier, Stephen Kent, Stephen Kron, Sean Palecek, Laurie Parker",US Utility,4/12/2018,1277-002,2/22/2026,"Sun, Han",Stephen Kron,"Tennant, Thelma",614224,,582316,Yes
1206,05-T-007,Methods and compositions for dosing L-Thyroxine,"60/648,927", ,*United States,US,2/1/2005,, ,2/1/2005,1281-001,Small,2/1/2005,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Pei Chen, Soma Das, Andrea Graber, Federico Innocenti, Jacqueline Ramirez, Mark Ratain",Provisional,4/12/2018,1281-001,2/1/2006,"Sun, Han",Mark Ratain,"Tennant, Thelma",612703,,582320,Yes
1207,05-T-007,Methods and compositions for dosing L-Thyroxine,"60/658,429", ,*United States,US,3/4/2005,, ,3/4/2005,1281-002,Small,3/4/2005,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Pei Chen, Soma Das, Andrea Graber, Federico Innocenti, Jacqueline Ramirez, Mark Ratain",Provisional,4/12/2018,1281-002,3/4/2006,"Sun, Han",Mark Ratain,"Tennant, Thelma",612704,,582320,Yes
1208,05-T-007,Methods and compositions for dosing L-Thyroxine,PCT/US06/03846, ,*United States,US,2/1/2006,,WO2006/084133,2/1/2006,1281-003,Small,2/1/2005,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Andrea Graber, Federico Innocenti, Jacqueline Ramirez, Mark Ratain",PCT,4/12/2018,1281-003,8/1/2007,"Sun, Han",Mark Ratain,"Tennant, Thelma",612705,8/10/2006,582320,Yes
1209,05-T-008,Mutations Allowing Rapid Crystallization of Steroid Hormone Receptors,"60/846,024", ,*United States,US,9/19/2006,, ,9/19/2006,1282-001,Small,9/19/2006,,Yes,4/28/2022,Expired - Inactive,Brinks Gilson & Lione,"Stankovic, Bratislav",00125,"Geoffrey Greene, Kendall Nettles",Provisional,4/12/2018,1282-001,9/19/2007,"Sun, Han",Geoffrey Greene,"Tennant, Thelma",613577,,582321,Yes
1210,05-T-009,Computerized Image Analysis of Gastric Images,"60/647,395", ,*United States,US,1/28/2005,, ,1/28/2005,1283-001,Small,1/28/2005,,Yes,4/28/2022,Expired - Inactive,"Oblon, Spivak, McClelland, Maier & Neustadt","Kuesters, Eckhard", ,"Arunas Gasparaitis, Maryellen Giger, Steven Zangan",Provisional,4/12/2018,1283-001,1/28/2006,"Cox, Ben",Maryellen Giger,"Juggernauth, Anne",611261,,582322,Yes
1211,05-T-010,Methods and compositions comprising chimeric and Full-Length Human Acetyl-CoA Carboxylase,PCT/US06/20461, ,*United States,US,5/26/2006,,WO2006130470,5/26/2006,1134-002,None,5/27/2005,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Piotr Gornicki, Robert Haselkorn",PCT,4/12/2018,1134-002,11/27/2007,"Ginsburg, Eric",Robert Haselkorn,"Tennant, Thelma",612641,12/7/2006,582323,Yes
1212,05-T-011,"Method, Apparatus and Kit for Bile or Pancreatic Duct Endoscopy","11/107,056", ,*United States,US,4/15/2005,,US 2006-0235269 A1,4/15/2005,1285-001,Small,4/15/2005,,Yes,4/28/2022,Abandoned,Michael Best & Friedrich LLP,"Austin, Christopher",092234-9033-001,Irving Waxman,US Utility,4/12/2018,1285-001,4/15/2025,"Unassigned, Unassigned",Irving Waxman,"Unassigned, Unassigned",612560,10/19/2006,582324,Yes
1213,05-T-014,Analogs of Leucascandrolide A,"11/348,839","7,569,594",*United States,US,2/7/2006,8/4/2009,US-2006-0178355-A1,2/7/2006,1289-002,Small,2/7/2005,,No,4/28/2022,Issued,Brinks Gilson & Lione,,07814.00159,"Jelena Janjic, Sergey Kozmin",US Utility,4/12/2018,1289-002,11/25/2026,"Ginsburg, Eric",Sergey Kozmin,"Tennant, Thelma",610327,8/10/2006,582327,Yes
1214,05-T-014,Analogs of Leucaseandrolide A,"60/650,987", ,*United States,US,2/7/2005,, ,2/7/2005,1289-001,Small,2/7/2005,,Yes,4/28/2022,Expired - Inactive,Brinks Gilson & Lione,"Garcia, Brian",00123,"Jelena Janjic, Sergey Kozmin",Provisional,4/12/2018,1289-001,2/7/2006,"Ginsburg, Eric",Sergey Kozmin,"Tennant, Thelma",610328,,582327,Yes
1215,05-T-015,Animal Models for Demyelination Disorders,"11/431,372","7,423,194",*United States,US,5/9/2006,9/9/2008, ,5/9/2006,1288-006,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Wensheng Lin, Brian Popko",US Utility,4/12/2018,1288-006,6/14/2025,"Peace, Shane",Brian Popko,"Tennant, Thelma",610331,,582328,Yes
1216,05-T-015,Animal Models for Demyelination Disorders,"11/729,242","7,754,941",*United States,US,6/14/2006,7/13/2010,US-2008-0096202-A1,3/27/2007,1288-007,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Wensheng Lin, Brian Popko",Continuation,4/12/2018,1288-007,5/9/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",610332,4/24/2008,582328,Yes
1217,05-T-015,Animal Models for Demyelination Disorders,"12/799,670","8,309,790",*United States,US,6/14/2006,11/13/2012,US-2010-0281548-A1,4/28/2010,1288-010,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Divisional,4/12/2018,1288-010,12/20/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",610333,11/4/2010,582328,Yes
1218,05-T-015,Cell-Based Screen for Agents Useful for Reducing Neuronal Demyelination or Promoting Neuronal Remyelination,"11/431,601","7,884,260",*United States,US,5/9/2006,2/8/2011, ,5/9/2006,1288-005,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Wensheng Lin, Brian Popko",US Utility,4/12/2018,1288-005,6/14/2025,"Peace, Shane",Brian Popko,"Tennant, Thelma",610814,,582328,Yes
1219,05-T-015,Cell-Based Screen for Agents Useful for Reducing Neuronal Demyelination or Promoting Neuronal Remyelination,"12/965,771","8,415,106",*United States,US,6/14/2006,4/9/2013,US-2011-0207126-A1,12/10/2010,1288-009,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Wensheng Lin, Brian Popko",Divisional,4/12/2018,1288-009,6/14/2025,"Peace, Shane",Brian Popko,"Tennant, Thelma",610815,8/25/2011,582328,Yes
1220,05-T-015,Methods for Treating Demyelination Disorders,"60/690,691", ,*United States,US,6/14/2005,, ,6/14/2005,1288-001,Small,6/14/2005,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wong, Karen", ,"Wensheng Lin, Brian Popko",Provisional,4/12/2018,1288-001,6/14/2006,"Peace, Shane",Brian Popko,"Tennant, Thelma",613265,,582328,Yes
1221,05-T-015,Methods for Treating Demyelination Disorders,"60/744,826", ,*United States,US,4/13/2006,, ,4/13/2006,1288-002,Small,4/13/2006,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Provisional,4/12/2018,1288-002,4/13/2007,"Peace, Shane",Brian Popko,"Tennant, Thelma",613266,,582328,Yes
1222,05-T-015,Methods for Treating Demyelination Disorders,"60/792,007", ,*United States,US,4/14/2006,, ,4/14/2006,1288-003,Small,4/14/2006,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Provisional,4/12/2018,1288-003,4/14/2007,"Peace, Shane",Brian Popko,"Tennant, Thelma",613267,,582328,Yes
1223,05-T-015,Methods for Treating Demyelination Disorders,"11/431,782","8,053,627",*United States,US,5/9/2006,11/8/2011, ,5/9/2006,1288-004,Small,6/14/2005,3/21/2019,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Wensheng Lin, Brian Popko",US Utility,4/12/2018,1288-004,6/14/2025,"Peace, Shane",Brian Popko,"Tennant, Thelma",613268,,582328,Yes
1224,05-T-015,Methods for Treating Demyelination Disorders,PCT/US06/23215, ,*United States,US,6/14/2006,,WO 2006/138412,6/14/2006,1288-008,Small,6/14/2005,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wong, Karen", ,"Wensheng Lin, Brian Popko",PCT,4/12/2018,1288-008,12/14/2007,"Peace, Shane",Brian Popko,"Tennant, Thelma",613269,12/28/2006,582328,Yes
1225,05-T-015,Methods for Treating Demyelination Disorders,"2,612,374", ,Canada,CA,6/14/2006,, ,5/17/2011,1288-011,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Nationalized PCT,4/12/2018,1288-011,6/14/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",613270,,582328,Yes
1226,05-T-015,Methods for Treating Demyelination Disorders,188127,188127,Israel,IL,6/14/2006,6/30/2012, ,4/9/2012,1288-018,Small,6/14/2005,11/3/2021,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Nationalized PCT,4/12/2018,1288-018,6/14/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",613271,,582328,Yes
1227,05-T-015,Methods for Treating Demyelination Disorders,06773189.3EPO, ,European Patent Office (EPO),EP,6/14/2006,, ,7/24/2014,1288-020,Small,6/14/2005,,No,4/28/2022,Abandoned,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Nationalized PCT,4/12/2018,1288-020,6/14/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",613272,,582328,Yes
1228,05-T-015,Methods for Treating Demyelination Disorders,2012-131867, ,Japan,JP,6/14/2006,, ,6/11/2012,1288-021,Small,6/14/2005,,No,4/28/2022,Pending,Norton Rose Fulbright US LLP,, ,"Wensheng Lin, Brian Popko",Nationalized PCT,4/12/2018,1288-021,6/14/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",613273,,582328,Yes
1229,05-T-015,Methods for Treating Demyelination Disorders,2008-517080, ,Japan,JP,6/14/2006,, ,12/25/2008,1288-025,Small,6/14/2005,,No,4/28/2022,Pending,Norton Rose Fulbright US LLP,,1000355117,"Wensheng Lin, Brian Popko",Nationalized PCT,4/12/2018,1288-025,6/14/2026,"Peace, Shane",Brian Popko,"Tennant, Thelma",613274,,582328,Yes
1230,05-T-016,Methods and Kits for Monitoring Barrett's Metaplasia,"11/367,602","7,537,894",*United States,US,3/2/2006,5/26/2009,US-2006-0199210-A1,3/2/2006,1290-002,Small,3/2/2005,,No,5/8/2022,Abandoned,"Valauskas Corder, LLC",, ,"Nikolai Khodarev, Eric Kimchi, Mitchell Posner, Ralph Weichselbaum",US Utility,4/12/2018,1290-002,6/1/2026,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",613113,9/7/2006,582329,Yes
1231,05-T-016,Progression of Barrett's Metaplasia to AdenoCarcinoma is Associated with the Suppression of the Transcriptional Programs of Epidermal Differentiation,"60/658,424", ,*United States,US,3/2/2005,, ,3/2/2005,1290-001,None,3/2/2005,,Yes,4/28/2022,Expired - Inactive,"Valauskas Corder, LLC","Fahrlander, Jill", ,"Nikolai Khodarev, Eric Kimchi, Mitchell Posner, Ralph Weichselbaum",Provisional,4/12/2018,1290-001,3/2/2006,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",614189,,582329,Yes
